feature,importance
intr_Torque (Nm)__large_standard_deviation__r_0.2,0.0019294565833175748
intr_Torque (Nm)__c3__lag_2,0.0019230318729740248
intr_Torque (Nm)__spkt_welch_density__coeff_2,0.0019200743350063318
intr_Torque (Nm)__number_peaks__n_3,0.0019198939721325318
"intr_Torque (Nm)__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.4",0.0019108372476814948
"intr_Current (V)__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""max""",0.0019069731608440544
"intr_Current (V)__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""max""",0.0018986030031142417
intr_Torque (Nm)__permutation_entropy__dimension_6__tau_1,0.0018927801509917791
intr_Current (V)__lempel_ziv_complexity__bins_3,0.0018921234336080803
"intr_Current (V)__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""max""",0.0018886268041723182
audio_Amplitude__quantile__q_0.2,0.00188728971455426
"intr_Torque (Nm)__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""var""",0.0018859181969802903
intr_Torque (Nm)__count_below_mean,0.0018758535534080475
"intr_Current (V)__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.4",0.0018346793555617119
"intr_Torque (Nm)__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.0",0.001834445055275781
"intr_Torque (Nm)__fft_coefficient__attr_""abs""__coeff_18",0.0018326884722864771
"intr_Current (V)__fft_coefficient__attr_""imag""__coeff_58",0.0018267996517800304
"task_Robot_I (A)__fft_coefficient__attr_""real""__coeff_3",0.001811814023955973
intr_Torque (Nm)__ratio_beyond_r_sigma__r_3,0.0018023443268999036
"intr_Current (V)__fft_coefficient__attr_""abs""__coeff_89",0.0017525160568462358
intr_Torque (Nm)__cid_ce__normalize_True,0.0017327417836206721
intr_Current (V)__number_peaks__n_10,0.0017239820232189374
"intr_Torque (Nm)__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""mean""",0.0017223788254842028
"intr_Current (V)__fft_coefficient__attr_""angle""__coeff_46",0.0017186238197013043
intr_Torque (Nm)__energy_ratio_by_chunks__num_segments_10__segment_focus_2,0.0017062830318696365
intr_Torque (Nm)__last_location_of_minimum,0.0017023910553263808
"intr_Current (V)__fft_coefficient__attr_""real""__coeff_66",0.0017016288395275477
"task_Robot_I (A)__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0",0.0016949706222961613
"intr_Torque (Nm)__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""mean""",0.0016809441721655413
intr_Torque (Nm)__skewness,0.0016732765885711194
task_Robot_I (A)__variance,0.0016683527212004983
"intr_Torque (Nm)__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.4",0.0016651476229983884
task_Robot_I (A)__number_peaks__n_50,0.001659917509344766
intr_Torque (Nm)__autocorrelation__lag_2,0.0016467544577961806
intr_Torque (Nm)__ratio_beyond_r_sigma__r_2.5,0.0016370744641888203
"intr_Current (V)__fft_coefficient__attr_""abs""__coeff_90",0.0016317991469969964
"intr_Current (V)__fft_coefficient__attr_""imag""__coeff_80",0.0016192164676846544
intr_Torque (Nm)__fourier_entropy__bins_2,0.0016138421228886646
"intr_Current (V)__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""var""",0.001606507485774733
"intr_Torque (Nm)__fft_coefficient__attr_""abs""__coeff_34",0.0016038498115319528
"intr_Torque (Nm)__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""min""",0.0015981393001018615
"intr_Current (V)__fft_coefficient__attr_""angle""__coeff_9",0.001527717933138914
"task_Robot_I (A)__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.4",0.0014984591593069493
intr_Current (V)__absolute_maximum,0.0014892150414928152
"intr_Current (V)__fft_coefficient__attr_""imag""__coeff_89",0.0014457279248760429
"intr_Torque (Nm)__fft_coefficient__attr_""real""__coeff_11",0.0014424012101499567
"task_Robot_I (A)__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.0",0.0014277461109549103
task_Robot_I (A)__skewness,0.001426857190357411
"intr_Torque (Nm)__fft_coefficient__attr_""abs""__coeff_27",0.001426565319783194
"intr_Torque (Nm)__fft_coefficient__attr_""imag""__coeff_72",0.0014140490970815814
intr_Torque (Nm)__quantile__q_0.3,0.0014136365180813363
"intr_Torque (Nm)__fft_coefficient__attr_""abs""__coeff_32",0.0014045731399850126
"intr_Torque (Nm)__agg_linear_trend__attr_""slope""__chunk_len_50__f_agg_""var""",0.001403981484905556
intr_Current (V)__quantile__q_0.9,0.0013844562636394588
"intr_Torque (Nm)__fft_coefficient__attr_""abs""__coeff_44",0.0013559202817246183
"task_Robot_I (A)__agg_linear_trend__attr_""rvalue""__chunk_len_50__f_agg_""mean""",0.001344559287773544
"intr_Torque (Nm)__agg_autocorrelation__f_agg_""var""__maxlag_40",0.0013325713906957633
intr_Torque (Nm)__autocorrelation__lag_1,0.0013287161528805944
"intr_Current (V)__linear_trend__attr_""intercept""",0.0012803330394169244
"intr_Torque (Nm)__fft_coefficient__attr_""abs""__coeff_1",0.0012696633620907494
audio_Amplitude__number_cwt_peaks__n_1,0.0012668433395175557
intr_Torque (Nm)__ar_coefficient__coeff_1__k_10,0.001261771008350509
intr_Current (V)__abs_energy,0.0012408418874060912
task_Robot_I (A)__absolute_sum_of_changes,0.0012281569855852994
"task_Robot_I (A)__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.6",0.001216146145284889
"intr_Torque (Nm)__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.4",0.0012102792413456712
