feature,importance
"intr_Torque (Nm)__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.2",0.0016895360802885399
"intr_Current (V)__augmented_dickey_fuller__attr_""teststat""__autolag_""AIC""",0.001685165567862048
"intr_Torque (Nm)__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.2",0.001678647108420773
"intr_Torque (Nm)__augmented_dickey_fuller__attr_""usedlag""__autolag_""AIC""",0.0016751801076640156
"task_TCP_y (mm)__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.0",0.0016665977879047676
"task_TCP_y (mm)__agg_linear_trend__attr_""slope""__chunk_len_50__f_agg_""max""",0.0016652277151656776
"intr_Torque (Nm)__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.0",0.0016554676159761421
"intr_Torque (Nm)__fft_coefficient__attr_""abs""__coeff_69",0.0016512423887732881
task_TCP_z (mm)__permutation_entropy__dimension_3__tau_1,0.0016494289495065453
"intr_Torque (Nm)__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""var""",0.0016435519642675883
"task_TCP_z (mm)__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.6",0.001633867224567979
intr_Torque (Nm)__fourier_entropy__bins_3,0.0016328762373073633
intr_Torque (Nm)__autocorrelation__lag_1,0.0016268879623067968
task_TCP_y (mm)__mean,0.0016158022827374692
audio_Amplitude__length,0.0016108149163404242
intr_Current (V)__variation_coefficient,0.0015945893396439239
"task_TCP_y (mm)__linear_trend__attr_""rvalue""",0.0015934708848003092
task_TCP_z (mm)__ar_coefficient__coeff_0__k_10,0.0015874451514789627
"task_Robot_I (A)__linear_trend__attr_""stderr""",0.0015684238686326931
"intr_Torque (Nm)__fft_coefficient__attr_""abs""__coeff_24",0.0015515536094735504
"intr_Torque (Nm)__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.2",0.0015508251393527939
task_TCP_y (mm)__absolute_sum_of_changes,0.0015333958729021096
task_TCP_y (mm)__quantile__q_0.4,0.0015312354289365383
"intr_Current (V)__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.8",0.0015272759198684815
"intr_Current (V)__fft_coefficient__attr_""abs""__coeff_0",0.0015243319129537283
"task_TCP_y (mm)__fft_coefficient__attr_""imag""__coeff_27",0.001501293996989036
task_TCP_y (mm)__permutation_entropy__dimension_7__tau_1,0.0014986392925541092
"task_TCP_z (mm)__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.0",0.0014980489493655938
"task_TCP_y (mm)__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""max""",0.0014956105774527621
intr_Torque (Nm)__friedrich_coefficients__coeff_3__m_3__r_30,0.0014888776307980624
"task_TCP_z (mm)__fft_coefficient__attr_""imag""__coeff_15",0.0014758247344968877
task_TCP_z (mm)__quantile__q_0.4,0.0014488368202626339
