N,Label,t_asset,t_pipeline,t_inference,t_total,ID
134,OT,3.8000289350748062e-06,2.3480590998660773,0.061713599832728505,2.409776499727741,0505202310005
135,NS,5.5998098105192184e-06,2.081565300002694,0.05829469999298453,2.139865599805489,1005202315067
136,NE,5.5998098105192184e-06,1.933039499912411,0.05595319997519255,1.988998299697414,280420233004
137,UT,5.699926987290382e-06,0.9713673999067396,0.05694270017556846,1.0283158000092953,1005202312009
138,N,5.600042641162872e-06,1.1092612999491394,0.05751579999923706,1.1667826999910176,030520236072
139,UT,5.200039595365524e-06,1.2765537998639047,0.09790479997172952,1.3744637998752296,030520234029
140,N,3.4999102354049683e-06,1.3680457000155002,0.06682300008833408,1.4348722000140697,030520237038
141,NS,6.00004568696022e-06,3.0078470001462847,0.09965030010789633,3.107503300299868,1005202315057
142,NS,7.0999376475811005e-06,2.4618478000629693,0.06386839994229376,2.5257232999429107,1005202315060
143,N,5.699926987290382e-06,1.1892517998348922,0.07144199986942112,1.2606994996313006,280420233054
144,N,2.7299858629703522e-05,1.3715667000506073,0.06684700003825128,1.4384409999474883,280420233010
145,UT,3.0999071896076202e-06,0.9638393998611718,0.06831120001152158,1.032153699779883,030520234014
146,N,4.500150680541992e-06,1.1744509001728147,0.06583780003711581,1.240293200360611,030520237077
147,N,3.4999102354049683e-06,1.1942337001673877,0.0624961000867188,1.256733300164342,1005202316049
148,OT,5.899928510189056e-06,2.07539219991304,0.06806769990362227,2.1434657997451723,1005202311039
149,NS,4.00003045797348e-06,2.123389899963513,0.0606239999178797,2.1840178999118507,1005202315060
150,NS,3.400025889277458e-06,2.0724998000077903,0.07120979996398091,2.1437129999976605,1005202314054
151,UT,4.399800673127174e-06,1.0315463999286294,0.08062330004759133,1.1121740997768939,030520234015
152,OT,6.09993003308773e-06,2.82438510004431,0.07877440005540848,2.9031656000297517,050520238024
153,UT,6.4999330788850784e-06,1.0643462999723852,0.06883270014077425,1.1331855000462383,030520235023
154,UT,5.800044164061546e-06,2.3034478998742998,0.07824789988808334,2.381701599806547,1005202316080
